Category,Description
Household waste (Kehricht) 🗑️,plastic ring
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,plastic clips
Household waste (Kehricht) 🗑️,plastic beads
Household waste (Kehricht) 🗑️,plastic string
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic ring
Household waste (Kehricht) 🗑️,thin plastic wrap
Household waste (Kehricht) 🗑️,plastic shopping bag
Household waste (Kehricht) 🗑️,plastic lid
Household waste (Kehricht) 🗑️,plastic ring
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,plastic clips
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,thin plastic wrap
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic knife
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic packaging
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic wrapper
Household waste (Kehricht) 🗑️,plastic straw
Household waste (Kehricht) 🗑️,plastic ring
Household waste (Kehricht) 🗑️,plastic shopping bag
Household waste (Kehricht) 🗑️,ziplock bag
Household waste (Kehricht) 🗑️,shrink wrap
Household waste (Kehricht) 🗑️,plastic ring
Household waste (Kehricht) 🗑️,plastic bottle cap
Household waste (Kehricht) 🗑️,plastic piece
Household waste (Kehricht) 🗑️,plastic mesh
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic straw
Household waste (Kehricht) 🗑️,plastic spoon
Household waste (Kehricht) 🗑️,plastic lid
Household waste (Kehricht) 🗑️,plastic mesh
Household waste (Kehricht) 🗑️,plastic wrapper from candy
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic wrapper from candy
Household waste (Kehricht) 🗑️,plastic spoon
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,plastic packaging
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic parts
Household waste (Kehricht) 🗑️,ziplock bag
Household waste (Kehricht) 🗑️,bubble wrap
Household waste (Kehricht) 🗑️,plastic mesh
Household waste (Kehricht) 🗑️,plastic bag
Household waste (Kehricht) 🗑️,ziplock bag
Household waste (Kehricht) 🗑️,plastic label
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic film
Household waste (Kehricht) 🗑️,plastic tray
Household waste (Kehricht) 🗑️,plastic beads
Household waste (Kehricht) 🗑️,plastic beads
Household waste (Kehricht) 🗑️,bubble wrap
Household waste (Kehricht) 🗑️,plastic knife
Household waste (Kehricht) 🗑️,plastic lid
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic cover
Household waste (Kehricht) 🗑️,plastic cable tie
Household waste (Kehricht) 🗑️,plastic straw
Household waste (Kehricht) 🗑️,plastic label
Household waste (Kehricht) 🗑️,plastic wrapper from candy
Household waste (Kehricht) 🗑️,plastic bottle cap
Household waste (Kehricht) 🗑️,plastic piece
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,plastic clips
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic tray
Household waste (Kehricht) 🗑️,plastic beads
Household waste (Kehricht) 🗑️,plastic tray
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,plastic wrapper from candy
Household waste (Kehricht) 🗑️,plastic packaging
Household waste (Kehricht) 🗑️,plastic blister pack
Household waste (Kehricht) 🗑️,plastic spoon
Household waste (Kehricht) 🗑️,shrink wrap
Household waste (Kehricht) 🗑️,shrink wrap
Household waste (Kehricht) 🗑️,plastic bottle cap
Household waste (Kehricht) 🗑️,plastic lid
Household waste (Kehricht) 🗑️,bubble wrap
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic parts
Household waste (Kehricht) 🗑️,plastic shopping bag
Household waste (Kehricht) 🗑️,plastic shopping bag
Household waste (Kehricht) 🗑️,plastic spoon
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic tray
Household waste (Kehricht) 🗑️,plastic parts
Household waste (Kehricht) 🗑️,thin plastic wrap
Household waste (Kehricht) 🗑️,plastic sheet
Household waste (Kehricht) 🗑️,plastic blister pack
Household waste (Kehricht) 🗑️,shrink wrap
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic knife
Household waste (Kehricht) 🗑️,plastic sheet
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,plastic fork
Household waste (Kehricht) 🗑️,plastic bottle cap
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,broken plastic toy
Household waste (Kehricht) 🗑️,plastic bag
Household waste (Kehricht) 🗑️,plastic parts
Household waste (Kehricht) 🗑️,shrink wrap
Household waste (Kehricht) 🗑️,plastic straw
Household waste (Kehricht) 🗑️,food container plastic
Household waste (Kehricht) 🗑️,plastic cup
Household waste (Kehricht) 🗑️,plastic blister pack
Household waste (Kehricht) 🗑️,plastic cable tie
Hazardous waste (Sonderabfall) ⚠️,desktop computer
Hazardous waste (Sonderabfall) ⚠️,apple mouse
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,smartphone
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,apple watch
Hazardous waste (Sonderabfall) ⚠️,motherboard
Hazardous waste (Sonderabfall) ⚠️,dslr camera
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,joystick
Hazardous waste (Sonderabfall) ⚠️,fitness tracker
Hazardous waste (Sonderabfall) ⚠️,tablet
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,ram module
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,digital camera
Hazardous waste (Sonderabfall) ⚠️,powerbank
Hazardous waste (Sonderabfall) ⚠️,graphic card
Hazardous waste (Sonderabfall) ⚠️,digital camera
Hazardous waste (Sonderabfall) ⚠️,keyboard
Hazardous waste (Sonderabfall) ⚠️,gaming console
Hazardous waste (Sonderabfall) ⚠️,playstation
Hazardous waste (Sonderabfall) ⚠️,webcam
Hazardous waste (Sonderabfall) ⚠️,ipad
Hazardous waste (Sonderabfall) ⚠️,external hard drive
Hazardous waste (Sonderabfall) ⚠️,external hard drive
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,pc parts
Hazardous waste (Sonderabfall) ⚠️,keyboard
Hazardous waste (Sonderabfall) ⚠️,external hard drive
Hazardous waste (Sonderabfall) ⚠️,apple tv remote
Hazardous waste (Sonderabfall) ⚠️,apple usb cable
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,ram module
Hazardous waste (Sonderabfall) ⚠️,usb stick
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,usb stick
Hazardous waste (Sonderabfall) ⚠️,iphone charger
Hazardous waste (Sonderabfall) ⚠️,apple computer
Hazardous waste (Sonderabfall) ⚠️,wifi extender
Hazardous waste (Sonderabfall) ⚠️,ram module
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,joystick
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,iphone
Hazardous waste (Sonderabfall) ⚠️,drone
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,graphic card
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,android phone
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,apple tv remote
Hazardous waste (Sonderabfall) ⚠️,drone
Hazardous waste (Sonderabfall) ⚠️,apple computer
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,iphone
Hazardous waste (Sonderabfall) ⚠️,external hard drive
Hazardous waste (Sonderabfall) ⚠️,fitness tracker
Hazardous waste (Sonderabfall) ⚠️,motherboard
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,iphone charger
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,ssd drive
Hazardous waste (Sonderabfall) ⚠️,iphone
Hazardous waste (Sonderabfall) ⚠️,usb stick
Hazardous waste (Sonderabfall) ⚠️,apple mouse
Hazardous waste (Sonderabfall) ⚠️,apple keyboard
Hazardous waste (Sonderabfall) ⚠️,gaming console
Hazardous waste (Sonderabfall) ⚠️,wifi extender
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,apple watch
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,router
Hazardous waste (Sonderabfall) ⚠️,apple watch
Hazardous waste (Sonderabfall) ⚠️,digital camera
Hazardous waste (Sonderabfall) ⚠️,ram module
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,wired speaker
Hazardous waste (Sonderabfall) ⚠️,imac
Hazardous waste (Sonderabfall) ⚠️,apple usb cable
Hazardous waste (Sonderabfall) ⚠️,imac
Hazardous waste (Sonderabfall) ⚠️,joystick
Hazardous waste (Sonderabfall) ⚠️,apple charger
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,iphone
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,smartphone
Hazardous waste (Sonderabfall) ⚠️,android phone
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,ssd drive
Hazardous waste (Sonderabfall) ⚠️,tablet
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,joystick
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,pc parts
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,drone
Hazardous waste (Sonderabfall) ⚠️,powerbank
Hazardous waste (Sonderabfall) ⚠️,hard disk
Hazardous waste (Sonderabfall) ⚠️,microphone
Hazardous waste (Sonderabfall) ⚠️,router
Hazardous waste (Sonderabfall) ⚠️,router
Hazardous waste (Sonderabfall) ⚠️,old modem
Hazardous waste (Sonderabfall) ⚠️,drone
Hazardous waste (Sonderabfall) ⚠️,keyboard
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,iphone charger
Hazardous waste (Sonderabfall) ⚠️,keyboard
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,pc parts
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,pc parts
Hazardous waste (Sonderabfall) ⚠️,wifi extender
Hazardous waste (Sonderabfall) ⚠️,macbook
Hazardous waste (Sonderabfall) ⚠️,motherboard
Hazardous waste (Sonderabfall) ⚠️,ssd drive
Hazardous waste (Sonderabfall) ⚠️,pc parts
Hazardous waste (Sonderabfall) ⚠️,apple watch
Hazardous waste (Sonderabfall) ⚠️,ipad
Hazardous waste (Sonderabfall) ⚠️,fitness tracker
Hazardous waste (Sonderabfall) ⚠️,apple tv remote
Hazardous waste (Sonderabfall) ⚠️,apple computer
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,apple charger
Hazardous waste (Sonderabfall) ⚠️,apple mouse
Hazardous waste (Sonderabfall) ⚠️,wired speaker
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,dslr camera
Hazardous waste (Sonderabfall) ⚠️,desktop computer
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,webcam
Hazardous waste (Sonderabfall) ⚠️,apple charger
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,old modem
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,old modem
Hazardous waste (Sonderabfall) ⚠️,digital camera
Hazardous waste (Sonderabfall) ⚠️,apple keyboard
Hazardous waste (Sonderabfall) ⚠️,desktop computer
Hazardous waste (Sonderabfall) ⚠️,dslr camera
Hazardous waste (Sonderabfall) ⚠️,graphic card
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,dslr camera
Hazardous waste (Sonderabfall) ⚠️,macbook
Hazardous waste (Sonderabfall) ⚠️,keyboard
Hazardous waste (Sonderabfall) ⚠️,playstation
Hazardous waste (Sonderabfall) ⚠️,ssd drive
Hazardous waste (Sonderabfall) ⚠️,gaming console
Hazardous waste (Sonderabfall) ⚠️,apple keyboard
Hazardous waste (Sonderabfall) ⚠️,apple charger
Hazardous waste (Sonderabfall) ⚠️,wired speaker
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,gaming console
Hazardous waste (Sonderabfall) ⚠️,macbook
Hazardous waste (Sonderabfall) ⚠️,apple tv remote
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,old modem
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,external hard drive
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,imac
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,joystick
Hazardous waste (Sonderabfall) ⚠️,fitness tracker
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,apple mouse
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,apple charger
Hazardous waste (Sonderabfall) ⚠️,wired speaker
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,fitness tracker
Hazardous waste (Sonderabfall) ⚠️,smartwatch
Hazardous waste (Sonderabfall) ⚠️,mouse
Hazardous waste (Sonderabfall) ⚠️,apple headphones
Hazardous waste (Sonderabfall) ⚠️,iphone
Hazardous waste (Sonderabfall) ⚠️,router
Hazardous waste (Sonderabfall) ⚠️,airpods
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,digital camera
Hazardous waste (Sonderabfall) ⚠️,monitor
Hazardous waste (Sonderabfall) ⚠️,smartphone
Hazardous waste (Sonderabfall) ⚠️,laptop
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,apple usb cable
Hazardous waste (Sonderabfall) ⚠️,earphones
Hazardous waste (Sonderabfall) ⚠️,macbook
Hazardous waste (Sonderabfall) ⚠️,xbox
Hazardous waste (Sonderabfall) ⚠️,apple computer
Hazardous waste (Sonderabfall) ⚠️,ram module
Hazardous waste (Sonderabfall) ⚠️,motherboard
Hazardous waste (Sonderabfall) ⚠️,bluetooth speaker
Hazardous waste (Sonderabfall) ⚠️,wired speaker
Hazardous waste (Sonderabfall) ⚠️,wifi extender
Hazardous waste (Sonderabfall) ⚠️,apple mouse
Hazardous waste (Sonderabfall) ⚠️,smartphone
Hazardous waste (Sonderabfall) ⚠️,graphic card
Hazardous waste (Sonderabfall) ⚠️,gaming console
Hazardous waste (Sonderabfall) ⚠️,apple pencil
Hazardous waste (Sonderabfall) ⚠️,laptop
